"MLS Number","Type","Air Conditioning","Apartment YN","List Price","Patio","% Interests In Common Elmts","School Elementary","School High","School Junior","School Middle","Photo Count","Pool Type","Pools Num","Property Type","Prop Type","Rear Yard Vehicle Access YN","Roof Type","Gas Type","Green Building Cert Attached YN","Heating","Lot Size","Navigable YN","Original List Price","Out Building","Approx Living Area","Acres#","Appliance Included","Bounding Streets","Car Storage","Condition","Energy Efficient Features","Exterior","Exterior Features","Fireplace","Foundation","LP/SqFt","Age Desc 1","Cond","Approx Total SqFt","Beds Total","Baths Full","Baths Half","Age","DOM","Car Stor","Sold Price","Sold Date","SP$/SQFT"
"CN160871","SGL","Central","","$220,000","","","","","","","26","Inground, Salt Water","1","Residential","RES","","Shingle","","","Central, Gas","218-156-22-28-26-17-80-145","","","Kennels, Shed","1,306","1.35","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Attached, Covered, Garage","","Insulation","Frame","Fence","Gas, Wood, Yes","Slab","$168.45","","","1,706","3","2","","","189","AT,CV,GR","$200,000","09/08/2021","$153.14  "
"CN160918","SGL","Central","","$145,000","","","","","","","8","","","Residential","RES","","Asphalt","","","Central, Gas","81.3 x 75.4 x 75 x 91.3","","","","1,539","0.14","","","One, Carport","","","Aluminum Siding, Brick, Frame","","","","$94.22","","","1,755","3","1","","","1","1,CP","$144,000","04/26/2021","$93.57  "
"CN160893","SGL","Central","","$292,000","Yes","","","","","","42","","","Residential","RES","","Asphalt","","","Central","245x253x243x301+","","","","3,637","1.40","Refrigerator","","Two, Attached, Carport, Driveway Only","","","Brick, Frame","Bayou","Wood, Yes","","$80.29","","","3,637","5","3","0","","28","2,AT,CP,DR","$292,000","05/17/2021","$80.29  "
"CN160925","SGL","Central","","$225,000","","","","","","","32","","","Residential","RES","","Asphalt","","","Central","46x259x205x175","","","","1,623","0.53","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Attached, Driveway Only, Garage","","Insulation, Windows","Frame, Vinyl Siding","Fence, Sprinkler System","","Slab","$138.63","","","2,197","3","2","0","","4","AT,DR,GR","$225,000","04/09/2021","$138.63  "
"CN160912","SGL","Central","","$165,000","Covered","","","","","","23","","","Residential","RES","","Asphalt","","","Central","82x144x85x143","","","Shed","1,605","0.28","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","","Frame, Vinyl Siding","Fence, Porch","Gas, Yes","Slab","$102.80","","","1,605","3","2","0","","1","2,AT,DR,GR","$170,000","04/06/2021","$105.92  "
"CN160931","PAT","Central","","$142,000","","","","","","","12","","","Residential","RES","","Asphalt","","","Central","patio home","","","","1,340","0.05","","","One, Garage","","","Frame","Porch","Yes","","$105.97","","","1,520","2","2","","","7","1,GR","$150,000","04/23/2021","$111.94  "
"CN160861","SGL","Central","","$279,000","Covered","","","","","","26","","","Residential","RES","","Shingle","","","Central","206x210","","","","2,035","1.00","CookTop","","Two, Attached, Garage","","","Brick, Frame","Fence","Gas, Yes","Slab","$137.10","","","2,450","3","2","1","","3","2,AT,GR","$273,500","04/30/2021","$134.40  "
"CN160919","SGL","Window Unit","","$75,000","Covered","","","NCHS","","","17","","","Residential","RES","","Metal","","","Ductless Wall Unit, Gas, Other","102x313x99x346","","$75,000","Workshop","1,135","0.75","CookTop, Range/Oven","","Detached","","Insulation, Windows","Frame","Porch","","Raised","$66.08","","","1,200","1","1","1","","219","DE","$66,000","11/16/2021","$58.15  "
"CN160947","SGL","Central","","$169,500","","","","","","","29","","","Residential","RES","","Asphalt","","","Central","40x120","","$179,500","","1,430","0.14","CookTop","","","","","Frame","Fence","Gas, Yes","","$118.53","","","1,430","2","1","","","9","","$161,000","05/05/2021","$112.59  "
"CN160982","SGL","Central","","$120,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","105x230x167x228","","","","1,212","0.66","","","","","","Frame","","","","$99.01","","","1,327","3","1","","","18","","$120,000","05/22/2021","$99.01  "
"CN161013","SGL","Central","","$195,000","Covered","","NJH","NCHA","","","14","","","Residential","RES","","Metal","","","Central","85 x 190.2 x 89.8 x 177.3","","","Shed","1,720","0.41","Dishwasher, Refrigerator, Range/Oven","","Two, Carport","","","Brick, Frame","Fence","Yes","Slab","$113.37","","","2,423","3","2","","","35","2,CP","$190,000","05/07/2021","$110.47  "
"CN160959","SGL","Central","","$254,500","Yes","","","","","","34","","","Residential","RES","","Shingle","","","Central","74x100x111x173","","","Shed","2,576","0.23","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Driveway Only","","","Frame","Fence, Sprinkler System","Wood, Yes","Slab","$98.80","","","2,576","4","2","1","","93","DR","$250,000","08/06/2021","$97.05  "
"CN161055","SGL","Central, Heat Pump","","$275,000","","","","","","","18","","","Residential","RES","","Shingle","","","Central","38x25x54x113x358x168x388x10","","","","1,836","0.90","","","Two, Carport","","","Brick, Frame","","","","$149.78","","","1,836","3","2","0","","27","2,CP","$260,500","05/28/2021","$141.88  "
"CN161124","SGL","Central","","$225,000","Yes","","","","","","2","","","Residential","RES","","Slate","","","Central, Gas","60 X 226.5","","","","1,824","0.36","Refrigerator","","Driveway Only, None","","","","Fence","Gas, Yes","Raised","$123.36","","","1,900","3","2","","","0","DR,NO","$175,000","04/21/2021","$95.94  "
"CN161157","SGL","Central","","$169,900","","","","","","","11","","","Residential","RES","","Metal","","","Central","371x602x371x607","","","","2,560","5.15","Range/Oven","","Attached, Carport","","","Vinyl Siding","","Yes","","$66.37","","","3,200","3","2","","","40","AT,CP","$149,000","05/13/2021","$58.20  "
"CN161110","SGL","Central","","$217,500","","","","","","","31","","","Residential","RES","","Shingle","","","Central, Gas","40x153","","","","1,818","0.14","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","","","","Frame","Fence, Porch","","Raised","$119.64","","","1,909","4","3","0","","69","","$215,000","06/30/2021","$118.26  "
"CN161199","SGL","Central","","$215,999","","","","SMS NCHS","","","15","","","Residential","RES","","Shingle","","","Central","39x286x183x197","","","","1,555","0.64","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","","Frame","Porch","","Slab","$138.91","","","2,197","3","2","","","0","2,DR,GR","$215,999","05/09/2021","$138.91  "
"CN161240","SGL","Central","","$235,000","","","","","","","10","","","Residential","RES","","Shingle","","","Central","See Plat","","","","1,809","0.24","","","Two, Garage","","","","","","","$129.91","","","2,239","3","2","1","","1","2,GR","$230,000","05/14/2021","$127.14  "
"CN161254","TNH","Central","","$155,000","Covered","","","","","","2","Community","","Residential","RES","","Asphalt","","","Central","22x108","","","","1,250","0.06","CookTop, Dishwasher, Refrigerator, Range/Oven","","Two, Carport, Driveway Only","","","","Fence","Gas, Yes","Slab","$124.00","","","1,500","3","2","0","","0","2,CP,DR","$152,500","05/07/2021","$122.00  "
"CN161272","TNH","Central","","$120,000","Yes","","","NCHS","","","11","","","Residential","RES","","Asphalt","","","Central, Gas","22x108.75","","","","1,260","0.06","CookTop, Disposal, Dishwasher, Range/Oven","","Two, Carport","","","Frame","","","Slab","$95.24","","","1,300","3","1","1","","81","2,CP","$110,000","08/11/2021","$87.30  "
"CN161270","SGL","Central","","$114,000","","","","","","","12","","","Residential","RES","","Asphalt","","","Central","132x190x100x178","","","Shed","1,276","0.48","Dishwasher, Microwave, Range/Oven","","One, Attached, Carport","","","Vinyl Siding","Fence, Porch","Yes","Slab","$89.34","","","1,724","3","2","0","","14","1,AT,CP","$103,000","05/28/2021","$80.72  "
"CN161262","SGL","Central","","$249,000","Covered","","","","","","31","","","Residential","RES","","Shingle","","","Central, Gas","75' x 135'","","","","2,085","0.24","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Garage","","Solar","Frame, Vinyl Siding","Fence","Gas, Yes","Slab","$119.42","","","2,948","3","2","0","","25","2,AT,GR","$249,000","06/10/2021","$119.42  "
"CN161309","SGL","Central","","$158,000","Covered","","","","","","2","","","Residential","RES","","Shingle","","","Central, Gas","60x153x76x21x15x132","","","","1,383","0.23","CookTop, Dishwasher","","Two, Garage","","","Vinyl Siding","Fence","Yes","Raised","$114.24","","","1,583","3","2","","","14","2,GR","$158,000","05/27/2021","$114.24  "
"CN161315","SGL","Central","","$475,000","Covered","","","NCHS, SMS","","","43","","","Residential","RES","","Shingle","","","Central, Gas","106x114x41x19x135x175x275x20","","","","2,700","0.90","Refrigerator","","Two, Driveway Only, Garage","","Insulation, Windows","Frame","Fence, Porch, Sprinkler System","Gas, Wood, Yes","Slab","$175.93","","","2,700","3","2","1","","33","2,DR,GR","$475,000","06/04/2021","$175.93  "
"CN161318","SGL","Central","","$184,000","","","","","","","13","","","Residential","RES","","Shingle","","","Central","80x138","","","","1,690","0.25","","","Two, Carport","","","","Fence","Yes","","$108.88","","","1,800","3","2","","","28","2,CP","$169,000","06/30/2021","$100.00  "
"CN161325","SGL","Central","","$195,000","Covered","","","","","","22","","","Residential","RES","","Asphalt","","","Central","82x143x80x143","","","Workshop","1,832","0.26","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Carport, Driveway Only","","","Frame","Fence, Porch","Yes","Slab","$106.44","","","2,132","3","2","0","","41","1,CP,DR","$191,000","06/25/2021","$104.26  "
"CN161371","SGL","Central","","$223,900","Covered","","","","","","2","","","Residential","RES","","Shingle","","","Central","220 x 103","","","","1,661","0.52","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","","Frame","","","Slab","$134.80","","","2,256","3","2","","","0","2,DR,GR","$223,900","04/09/2021","$134.80  "
"CN161351","SGL","Central","","$210,000","","","","","","","16","","","Residential","RES","","Metal","","","Central","150 X 300","","","","2,150","0.95","","","Attached, Carport","","","Brick, Frame","","Yes","","$97.67","","","2,550","3","3","","","63","AT,CP","$205,000","07/26/2021","$95.35  "
"CN161403","SGL","Central","","$327,000","Covered","","","","","","26","","","Residential","RES","","Asphalt","","","Central","99x294x96x277","","","Shed, Workshop","4,400","0.63","CookTop, Double Oven, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Covered, Driveway Only, Garage","","","Frame","Bayou, Fence, Porch","Yes","Slab","$74.32","","","5,000","6","4","0","","2","2,CV,DR,GR","$315,000","05/07/2021","$71.59  "
"CN161398","SGL","Central","","$125,000","Covered","","","","","","8","","","Residential","RES","","Shingle","","","Central, Gas","132x133x80x79","","","","1,260","0.24","","","Attached, Carport","","","Frame, Vinyl Siding","Fence","","","$99.21","","","1,810","3","2","","","10","AT,CP","$125,000","07/30/2021","$99.21  "
"CN161391","SGL","Central","","$182,500","Yes","","","NCHS","","","38","","","Residential","RES","","Metal","","","Central, Gas","87 x 146.2","","","Shed","2,024","0.29","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport","","Insulation, Windows","Frame, Other","Fence","Gas, Yes","Slab","$90.17","","","2,600","3","1","1","","87","2,AT,CP","$182,500","09/10/2021","$90.17  "
"CN161491","SGL","Window Unit","","$27,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Other","70 x 150","","","","1,350","0.31","","","","","","Frame","","","","$20.00","","","1,400","2","1","","","19","","$15,000","05/20/2021","$11.11  "
"CN161437","SGL","Window Unit","","$99,000","","","","","","","18","","","Residential","RES","","Metal","","","None","117.78x206.31x130.57x185.85","","","","1,062","0.24","","","","","Insulation, Windows","Frame","Fence","Wood, Yes","Raised","$93.22","","","1,250","2","1","","","0","","$90,000","05/18/2021","$84.75  "
"CN161462","SGL","Central","","$369,500","Covered, Yes","","","","","","51","Inground","1","Residential","RES","","Shingle","","","Central","97 X 247 X 85 X 222","","","Guest House, Workshop","2,175","0.60","CookTop, Disposal, Dishwasher, Microwave, Refrigerator","","Two, Attached, Carport, Covered, Driveway Only","","","Brick, Frame","Bayou, Porch","Wood, Yes","","$169.89","","","4,345","3","2","","","7","2,AT,CP,CV,DR","$364,500","07/03/2021","$167.59  "
"CN161456","SGL","Central","","$200,000","","","","","","","2","","","Residential","RES","","Shingle","","","Central","220 X 103","","","","1,460","0.52","CookTop, Dishwasher, Microwave","","Two, Garage","","","","Sprinkler System","","","$136.99","","","2,090","4","2","","","0","2,GR","$200,000","04/16/2021","$136.99  "
"CN161496","SGL","Central","","$139,500","","","","","","","6","","","Residential","RES","","Asphalt","","","Central","100x275","","","","1,791","0.67","","","Two, Carport","","","Frame","","Yes","","$77.89","","","2,050","4","2","","","14","2,CP","$121,400","07/12/2021","$67.78  "
"CN161493","SGL","Central","","$310,000","Covered","","","","","","31","","","Residential","RES","","Shingle","","","Central, Gas","207x210","","","","2,395","1.00","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","","","Porch, Sprinkler System","Wood, Yes","Slab","$129.44","","","2,890","3","2","1","","7","2,AT,DR,GR","$303,000","06/16/2021","$126.51  "
"CN161399","SGL","Central","","$225,000","","","","","","","4","","","Residential","RES","","Asphalt","","","Central, Gas","193x134x74x229x312","","","","1,973","0.95","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport, Driveway Only","","Insulation, Windows","Frame","Fence, Sprinkler System","Gas, Wood, Yes","","$114.04","","","2,373","3","2","","","0","2,CP,DR","$216,000","05/19/2021","$109.48  "
"CN161421","SGL","Central","","$188,000","","","","","","","18","","","Residential","RES","","Metal","","","Central","142x99x213x192x223","","","Shed","1,480","1.09","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport","","","Frame, Vinyl Siding","Porch","Yes","Raised","$127.03","","","2,399","3","2","","","40","2,CP","$176,445","08/09/2021","$119.22  "
"CN161523","SGL","Central","","$169,000","Covered","","","","","","27","","","Residential","RES","","Asphalt","","","Central","74x156x75x116","","","","1,482","0.28","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Attached, Carport, Driveway Only","","","Brick, Frame","Fence","Wood, Yes","Slab","$114.04","","","1,725","3","2","0","","42","AT,CP,DR","$164,000","06/29/2021","$110.66  "
"CN161575","SGL","Central","","$155,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","69 x 81","","","","1,700","21.00","","","One, Attached, Carport","","","Brick, Frame","","","","$91.18","","","1,596","4","2","","","1","1,AT,CP","$152,000","05/07/2021","$89.41  "
"CN161570","SGL","Central","","$89,000","","","Natch","NCHS","","Natch","21","","","Residential","RES","","Asphalt","","","Central","125x175x125x190","","","Shed","1,568","0.53","Dishwasher","","Two, Carport, Detached","","","Frame, Vinyl Siding","Fence","Wood, Yes","Raised","$56.76","","","1,696","3","2","","","3","2,CP,DE","$89,000","06/16/2021","$56.76  "
"CN161359","SGL","Central","","$265,000","","","Natch","NCHS","","Natch","16","","","Residential","RES","","Metal","","","Central","448x438x737x556x63x118x35","","$280,000","Shed, Workshop","2,270","9.82","","","Detached","","","Frame","Porch","Yes","","$116.74","","","3,047","3","2","1","","113","DE","$265,000","10/18/2021","$116.74  "
"CN161600","SGL","Central","","$169,500","","","","","","","30","","","Residential","RES","","Shingle","","","Central","48x201x48x192","","","","1,365","0.22","","","","","","Brick, Frame, Vinyl Siding","","Yes","Slab","$124.18","","","1,500","3","2","","","11","","$169,000","07/19/2021","$123.81  "
"CN161572","SGL","Central","","$170,000","","","","","","","23","","","Residential","RES","","Asphalt","","","Central","See attached","","","Shed","1,296","4.00","","","","","","Brick, Frame","","","Slab","$131.17","","","1,296","3","1","1","","2","","$171,000","06/18/2021","$131.94  "
